AILI(sub, obj, type, content, context, time)
Thought(987, 993, Positive, I think I like 993, null, 0)
Thought(989, 991, Positive, I think I like 991, null, 0)
Thought(991, 995, Positive, I think I like 995, null, 0)
Thought(993, 995, Positive, I think I like 995, null, 0)
Thought(995, 991, Positive, I think I like 991, null, 0)
Speech(995, 993, Positive, Nice to meet you!, null, 7)
Speech(995, 993, Negative, Not so fun ..., null, 7)
Speech(991, 993, Positive, Nice to meet you!, null, 37)
Speech(991, 993, Negative, Not so fun ..., null, 37)
Speech(993, 995, Negative, Not so fun ..., null, 63)
Speech(987, 989, Positive, Nice to meet you!, null, 78)
Speech(987, 989, Positive, This is fun!, null, 78)
Speech(995, 993, Positive, This is fun!, null, 117)
Speech(995, 991, Positive, Nice to meet you!, null, 145)
Speech(995, 991, Positive, This is fun!, null, 145)
Speech(989, 987, Positive, This is fun!, null, 150)
Speech(987, 989, Positive, This is fun!, null, 153)
Speech(989, 987, Positive, This is fun!, null, 187)
Speech(991, 993, Positive, This is fun!, null, 189)
Speech(993, 987, Positive, Nice to meet you!, null, 308)
Speech(993, 987, Positive, This is fun!, null, 308)
Speech(993, 987, Negative, Not so fun ..., null, 310)
Speech(987, 991, Positive, Nice to meet you!, null, 312)
Speech(987, 991, Negative, Not so fun ..., null, 312)
Speech(993, 987, Positive, This is fun!, null, 354)
Speech(987, 993, Positive, This is fun!, null, 384)
Speech(993, 991, Positive, This is fun!, null, 384)
Speech(989, 995, Positive, Nice to meet you!, null, 397)
Speech(989, 995, Negative, Not so fun ..., null, 397)
Speech(991, 987, Positive, This is fun!, null, 399)
Speech(987, 993, Positive, This is fun!, null, 425)
Speech(995, 989, Negative, Not so fun ..., null, 433)
Speech(987, 991, Negative, Not so fun ..., null, 465)
Speech(993, 991, Positive, This is fun!, null, 487)
Speech(991, 989, Positive, Nice to meet you!, null, 552)
Speech(991, 989, Positive, This is fun!, null, 552)
Speech(995, 989, Positive, This is fun!, null, 563)
Speech(995, 987, Positive, Nice to meet you!, null, 582)
Speech(995, 987, Negative, Not so fun ..., null, 582)
Speech(995, 987, Positive, This is fun!, null, 657)
Speech(993, 987, Positive, This is fun!, null, 680)
Speech(991, 989, Positive, This is fun!, null, 776)
Speech(993, 989, Positive, Nice to meet you!, null, 780)
Speech(993, 989, Positive, This is fun!, null, 780)
Speech(991, 987, Positive, This is fun!, null, 789)
Speech(991, 987, Negative, Not so fun ..., null, 806)
Speech(989, 987, Positive, This is fun!, null, 839)
Speech(991, 987, Positive, This is fun!, null, 850)
Speech(989, 987, Negative, Not so fun ..., null, 859)
Speech(989, 987, Positive, This is fun!, null, 879)
Speech(995, 993, Negative, Not so fun ..., null, 891)
Speech(993, 987, Negative, Not so fun ..., null, 927)
Speech(993, 989, Negative, Not so fun ..., null, 933)
Speech(991, 987, Positive, This is fun!, null, 955)
Speech(995, 989, Positive, This is fun!, null, 979)
Speech(995, 987, Positive, This is fun!, null, 983)
Speech(989, 987, Positive, This is fun!, null, 993)
Speech(989, 987, Proposal, Will you come to the prom with me!, null, 993)
Thought(987, 989, Conflict, Should I go to the Prom with 989? I really want to go with 993, null, 993)
Speech(987, 989, Rejection, I'm Sorry 989, I don't want to go to the Prom with you., null, 993)
Speech(991, 989, Negative, Not so fun ..., null, 1008)
Speech(995, 993, Positive, This is fun!, null, 1021)
Speech(993, 989, Positive, This is fun!, null, 1041)
Speech(991, 987, Positive, This is fun!, null, 1069)
Speech(993, 989, Positive, This is fun!, null, 1069)
Speech(995, 989, Positive, This is fun!, null, 1077)
Speech(991, 989, Positive, This is fun!, null, 1089)
Speech(993, 989, Positive, This is fun!, null, 1092)
Speech(993, 987, Negative, Not so fun ..., null, 1095)
Speech(987, 989, Proposal, Will you come to the prom with me!, null, 1149)
Thought(989, 987, Conflict, Should I go to the Prom with 987? I really want to go with 991, null, 1149)
Speech(989, 987, Rejection, I'm Sorry 987, I don't want to go to the Prom with you., null, 1149)
Speech(991, 993, Negative, Not so fun ..., null, 1201)
Speech(987, 989, Positive, This is fun!, null, 1229)
