AILI(sub, obj, type, content, context, time)
Thought(987, 991, Positive, I think I like 991, null, 0)
Thought(989, 987, Positive, I think I like 987, null, 0)
Thought(991, 993, Positive, I think I like 993, null, 0)
Thought(993, 989, Positive, I think I like 989, null, 0)
Thought(995, 991, Positive, I think I like 991, null, 0)
Speech(995, 993, Positive, Nice to meet you!, null, 9)
Speech(995, 993, Negative, Not so fun ..., null, 9)
Speech(989, 993, Positive, Nice to meet you!, null, 51)
Speech(989, 993, Positive, This is fun!, null, 51)
Speech(991, 987, Positive, Nice to meet you!, null, 57)
Speech(991, 987, Positive, This is fun!, null, 57)
Speech(995, 993, Positive, This is fun!, null, 65)
Speech(991, 987, Positive, This is fun!, null, 74)
Speech(989, 993, Positive, This is fun!, null, 100)
Speech(987, 991, Negative, Not so fun ..., null, 101)
Speech(989, 995, Positive, Nice to meet you!, null, 103)
Speech(989, 995, Positive, This is fun!, null, 103)
Speech(987, 991, Positive, This is fun!, null, 126)
Speech(993, 995, Positive, This is fun!, null, 326)
Speech(995, 993, Negative, Not so fun ..., null, 329)
Speech(993, 995, Negative, Not so fun ..., null, 359)
Speech(995, 989, Positive, This is fun!, null, 360)
Speech(993, 991, Positive, Nice to meet you!, null, 364)
Speech(993, 991, Positive, This is fun!, null, 364)
Speech(989, 995, Negative, Not so fun ..., null, 378)
Speech(993, 989, Positive, This is fun!, null, 379)
Speech(993, 991, Positive, This is fun!, null, 425)
Speech(993, 995, Positive, This is fun!, null, 448)
Speech(991, 989, Positive, Nice to meet you!, null, 461)
Speech(991, 989, Positive, This is fun!, null, 461)
Speech(989, 993, Negative, Not so fun ..., null, 474)
Speech(987, 991, Positive, This is fun!, null, 580)
Speech(995, 987, Positive, Nice to meet you!, null, 588)
Speech(995, 987, Positive, This is fun!, null, 588)
Speech(991, 987, Negative, Not so fun ..., null, 591)
Speech(989, 991, Positive, This is fun!, null, 613)
Speech(987, 991, Positive, This is fun!, null, 619)
Speech(989, 987, Positive, Nice to meet you!, null, 631)
Speech(989, 987, Positive, This is fun!, null, 631)
Speech(995, 987, Positive, This is fun!, null, 636)
Speech(987, 991, Negative, Not so fun ..., null, 637)
Speech(995, 987, Positive, This is fun!, null, 646)
Speech(991, 989, Positive, This is fun!, null, 660)
Speech(995, 987, Positive, This is fun!, null, 710)
Speech(991, 995, Positive, Nice to meet you!, null, 726)
Speech(991, 995, Positive, This is fun!, null, 726)
Speech(987, 995, Positive, This is fun!, null, 743)
Speech(991, 987, Positive, This is fun!, null, 753)
Speech(995, 989, Positive, This is fun!, null, 759)
Speech(995, 991, Positive, This is fun!, null, 762)
Speech(989, 995, Positive, This is fun!, null, 767)
Speech(993, 989, Positive, This is fun!, null, 781)
Speech(989, 991, Negative, Not so fun ..., null, 800)
Speech(987, 991, Positive, This is fun!, null, 807)
Speech(993, 989, Positive, This is fun!, null, 811)
Speech(989, 987, Negative, Not so fun ..., null, 818)
Speech(995, 989, Positive, This is fun!, null, 821)
Speech(995, 987, Negative, Not so fun ..., null, 829)
Speech(995, 989, Positive, This is fun!, null, 871)
Speech(991, 989, Negative, Not so fun ..., null, 877)
Speech(995, 991, Negative, Not so fun ..., null, 886)
Speech(989, 991, Positive, This is fun!, null, 887)
Speech(987, 989, Positive, This is fun!, null, 926)
Speech(989, 987, Negative, Not so fun ..., null, 935)
Speech(989, 991, Positive, This is fun!, null, 983)
Speech(993, 991, Positive, This is fun!, null, 988)
Speech(989, 987, Positive, This is fun!, null, 1056)
Speech(987, 991, Positive, This is fun!, null, 1060)
Speech(987, 991, Positive, This is fun!, null, 1061)
Speech(987, 991, Proposal, Will you come to the prom with me!, null, 1061)
Thought(991, 987, Conflict, Should I go to the Prom with 987? I really want to go with 993, null, 1061)
Speech(991, 987, Rejection, I'm Sorry 987, I don't want to go to the Prom with you., null, 1061)
Speech(995, 987, Positive, This is fun!, null, 1061)
Speech(995, 989, Positive, This is fun!, null, 1073)
Speech(995, 989, Proposal, Will you come to the prom with me!, null, 1073)
Thought(989, 995, Conflict, Should I go to the Prom with 995? I really want to go with 987, null, 1073)
Speech(989, 995, Accept, Yes 995! I'd love to go to the Prom with you!, null, 1073)
Speech(995, 989, Positive, This is fun!, null, 1089)
Speech(991, 987, Proposal, Will you come to the prom with me!, null, 1215)
Speech(987, 991, Accept, Yes 991! I'd love to go to the Prom with you!, null, 1215)
Speech(991, 987, Positive, This is fun!, null, 1216)
Speech(987, 991, Positive, This is fun!, null, 1224)
Speech(995, 993, Positive, This is fun!, null, 1272)
Speech(993, 989, Positive, This is fun!, null, 1300)
Speech(993, 995, Positive, This is fun!, null, 1315)
