AILI(sub, obj, type, content, context, time)
Thought(991, 997, Positive, I think I like 997, null, 0)
Thought(993, 997, Positive, I think I like 997, null, 0)
Thought(995, 997, Positive, I think I like 997, null, 0)
Thought(997, 993, Positive, I think I like 993, null, 0)
Thought(999, 995, Positive, I think I like 995, null, 0)
Speech(993, 995, Positive, Nice to meet you!, null, 17)
Speech(993, 995, Positive, This is fun!, null, 17)
Speech(993, 995, Positive, This is fun!, null, 160)
Speech(997, 991, Positive, Nice to meet you!, null, 289)
Speech(997, 991, Positive, This is fun!, null, 289)
Speech(993, 997, Positive, Nice to meet you!, null, 299)
Speech(993, 997, Negative, Not so fun ..., null, 299)
Speech(993, 991, Positive, Nice to meet you!, null, 347)
Speech(993, 991, Negative, Not so fun ..., null, 347)
Speech(995, 999, Positive, Nice to meet you!, null, 350)
Speech(995, 999, Negative, Not so fun ..., null, 350)
Speech(991, 997, Negative, Not so fun ..., null, 351)
Speech(993, 991, Positive, This is fun!, null, 352)
Speech(997, 991, Negative, Not so fun ..., null, 361)
Speech(993, 997, Negative, Not so fun ..., null, 445)
Speech(991, 997, Negative, Not so fun ..., null, 491)
Speech(995, 999, Positive, This is fun!, null, 540)
Speech(997, 991, Positive, This is fun!, null, 541)
Speech(999, 991, Positive, Nice to meet you!, null, 560)
Speech(999, 991, Positive, This is fun!, null, 560)
Speech(999, 991, Negative, Not so fun ..., null, 585)
Speech(993, 999, Positive, Nice to meet you!, null, 598)
Speech(993, 999, Negative, Not so fun ..., null, 598)
Speech(993, 999, Positive, This is fun!, null, 612)
Speech(991, 999, Positive, This is fun!, null, 625)
Speech(999, 991, Negative, Not so fun ..., null, 637)
Speech(995, 991, Positive, Nice to meet you!, null, 647)
Speech(995, 991, Positive, This is fun!, null, 647)
Speech(997, 991, Positive, This is fun!, null, 677)
Speech(995, 999, Positive, This is fun!, null, 679)
Speech(993, 991, Positive, This is fun!, null, 697)
Speech(995, 999, Negative, Not so fun ..., null, 706)
Speech(991, 997, Positive, This is fun!, null, 724)
Speech(995, 997, Positive, Nice to meet you!, null, 728)
Speech(995, 997, Positive, This is fun!, null, 728)
Speech(995, 999, Positive, This is fun!, null, 729)
Speech(997, 991, Positive, This is fun!, null, 748)
Speech(995, 997, Positive, This is fun!, null, 782)
Speech(997, 991, Positive, This is fun!, null, 786)
Speech(997, 999, Positive, Nice to meet you!, null, 802)
Speech(997, 999, Positive, This is fun!, null, 802)
Speech(995, 991, Positive, This is fun!, null, 832)
Speech(995, 993, Negative, Not so fun ..., null, 835)
Speech(999, 991, Negative, Not so fun ..., null, 845)
Speech(999, 991, Negative, Not so fun ..., null, 847)
Speech(993, 991, Negative, Not so fun ..., null, 849)
Speech(991, 999, Positive, This is fun!, null, 850)
Speech(997, 993, Positive, This is fun!, null, 855)
Speech(991, 999, Positive, This is fun!, null, 869)
Speech(991, 997, Positive, This is fun!, null, 892)
Speech(991, 997, Negative, Not so fun ..., null, 904)
Speech(991, 993, Negative, Not so fun ..., null, 916)
Speech(991, 993, Positive, This is fun!, null, 953)
Speech(991, 993, Positive, This is fun!, null, 955)
Speech(995, 993, Positive, This is fun!, null, 982)
Speech(991, 997, Positive, This is fun!, null, 989)
Speech(991, 997, Negative, Not so fun ..., null, 991)
Speech(997, 991, Positive, This is fun!, null, 992)
Speech(995, 993, Negative, Not so fun ..., null, 996)
Speech(995, 997, Positive, This is fun!, null, 1008)
Speech(997, 993, Positive, This is fun!, null, 1008)
Speech(995, 997, Negative, Not so fun ..., null, 1018)
Speech(993, 997, Positive, This is fun!, null, 1029)
Speech(993, 997, Negative, Not so fun ..., null, 1030)
Speech(997, 999, Negative, Not so fun ..., null, 1039)
Speech(995, 993, Positive, This is fun!, null, 1044)
Speech(995, 999, Negative, Not so fun ..., null, 1066)
Speech(995, 993, Positive, This is fun!, null, 1066)
Speech(995, 999, Positive, This is fun!, null, 1070)
Speech(991, 999, Negative, Not so fun ..., null, 1095)
Speech(999, 991, Positive, This is fun!, null, 1097)
Speech(993, 995, Negative, Not so fun ..., null, 1200)
Speech(997, 991, Positive, This is fun!, null, 1302)
Speech(991, 997, Positive, This is fun!, null, 1348)
Speech(991, 997, Proposal, Will you come to the prom with me!, null, 1348)
Thought(997, 991, Conflict, Should I go to the Prom with 991? I really want to go with 993, null, 1348)
Speech(997, 991, Accept, Yes 991! I'd love to go to the Prom with you!, null, 1348)
Speech(991, 997, Negative, Not so fun ..., null, 1350)
Speech(997, 991, Positive, This is fun!, null, 1358)
Speech(995, 993, Positive, This is fun!, null, 1377)
Speech(991, 997, Positive, This is fun!, null, 1385)
Speech(995, 993, Negative, Not so fun ..., null, 1466)
Speech(997, 991, Positive, This is fun!, null, 1494)
Speech(995, 999, Positive, This is fun!, null, 1592)
Speech(993, 991, Positive, This is fun!, null, 1607)
Speech(991, 993, Negative, Not so fun ..., null, 1629)
Speech(997, 991, Negative, Not so fun ..., null, 1669)
Speech(995, 999, Positive, This is fun!, null, 1670)
Speech(997, 991, Negative, Not so fun ..., null, 1675)
Speech(993, 997, Positive, This is fun!, null, 1743)
Speech(997, 993, Positive, This is fun!, null, 1743)
Speech(997, 993, Positive, This is fun!, null, 1786)
Speech(995, 999, Positive, This is fun!, null, 1793)
Speech(993, 997, Positive, This is fun!, null, 1794)
Speech(991, 997, Negative, Not so fun ..., null, 1838)
Speech(991, 997, Positive, This is fun!, null, 1851)
Speech(991, 997, Positive, This is fun!, null, 1926)
Speech(995, 999, Positive, This is fun!, null, 2013)
Speech(995, 997, Negative, Not so fun ..., null, 2014)
Speech(993, 999, Negative, Not so fun ..., null, 2034)
Speech(995, 991, Negative, Not so fun ..., null, 2042)
Speech(997, 999, Positive, This is fun!, null, 2051)
Speech(993, 991, Positive, This is fun!, null, 2068)
Speech(997, 991, Positive, This is fun!, null, 2071)
Speech(999, 991, Positive, This is fun!, null, 2103)
Speech(991, 999, Negative, Not so fun ..., null, 2111)
Speech(993, 991, Negative, Not so fun ..., null, 2123)
Speech(997, 993, Positive, This is fun!, null, 2132)
Speech(993, 999, Negative, Not so fun ..., null, 2144)
Speech(997, 999, Positive, This is fun!, null, 2152)
Speech(995, 991, Negative, Not so fun ..., null, 2157)
Speech(993, 997, Negative, Not so fun ..., null, 2160)
Speech(991, 997, Positive, This is fun!, null, 2177)
Speech(995, 999, Positive, This is fun!, null, 2180)
Speech(995, 999, Proposal, Will you come to the prom with me!, null, 2180)
Speech(999, 995, Accept, Yes 995! I'd love to go to the Prom with you!, null, 2180)
Speech(991, 999, Positive, This is fun!, null, 2217)
Speech(999, 991, Positive, This is fun!, null, 2235)
Speech(995, 991, Positive, This is fun!, null, 2236)
Speech(995, 999, Negative, Not so fun ..., null, 2237)
Speech(997, 993, Positive, This is fun!, null, 2241)
Speech(995, 993, Positive, This is fun!, null, 2263)
Speech(993, 999, Positive, This is fun!, null, 2265)
Speech(995, 997, Negative, Not so fun ..., null, 2289)
Speech(997, 999, Negative, Not so fun ..., null, 2305)
Speech(993, 997, Positive, This is fun!, null, 2307)
Speech(995, 999, Positive, This is fun!, null, 2342)
