AILI(sub, obj, type, content, context, time)
Thought(991, 993, Positive, I think I like 993, null, 0)
Thought(993, 997, Positive, I think I like 997, null, 0)
Thought(995, 991, Positive, I think I like 991, null, 0)
Thought(997, 991, Positive, I think I like 991, null, 0)
Thought(999, 993, Positive, I think I like 993, null, 0)
Speech(997, 993, Positive, Nice to meet you!, null, 28)
Speech(997, 993, Negative, Not so fun ..., null, 28)
Speech(997, 993, Negative, Not so fun ..., null, 36)
Speech(999, 991, Positive, Nice to meet you!, null, 61)
Speech(999, 991, Positive, This is fun!, null, 61)
Speech(991, 999, Positive, This is fun!, null, 102)
Speech(993, 997, Positive, This is fun!, null, 109)
Speech(991, 995, Positive, Nice to meet you!, null, 113)
Speech(991, 995, Positive, This is fun!, null, 113)
Speech(999, 995, Positive, Nice to meet you!, null, 138)
Speech(999, 995, Positive, This is fun!, null, 138)
Speech(999, 991, Negative, Not so fun ..., null, 175)
Speech(997, 993, Positive, This is fun!, null, 311)
Speech(995, 999, Positive, This is fun!, null, 353)
Speech(993, 997, Positive, This is fun!, null, 382)
Speech(997, 993, Positive, This is fun!, null, 405)
Speech(991, 999, Positive, This is fun!, null, 406)
Speech(991, 999, Positive, This is fun!, null, 416)
Speech(995, 991, Negative, Not so fun ..., null, 421)
Speech(999, 991, Negative, Not so fun ..., null, 434)
Speech(991, 995, Positive, This is fun!, null, 439)
Speech(993, 997, Positive, This is fun!, null, 455)
Speech(995, 999, Positive, This is fun!, null, 481)
Speech(991, 995, Positive, This is fun!, null, 482)
Speech(999, 991, Positive, This is fun!, null, 583)
Speech(997, 995, Positive, Nice to meet you!, null, 602)
Speech(997, 995, Positive, This is fun!, null, 602)
Speech(995, 997, Positive, This is fun!, null, 609)
Speech(999, 991, Positive, This is fun!, null, 610)
Speech(999, 995, Positive, This is fun!, null, 612)
Speech(999, 995, Positive, This is fun!, null, 615)
Speech(999, 995, Negative, Not so fun ..., null, 644)
Speech(995, 997, Positive, This is fun!, null, 647)
Speech(993, 991, Positive, Nice to meet you!, null, 661)
Speech(993, 991, Negative, Not so fun ..., null, 661)
Speech(999, 995, Positive, This is fun!, null, 675)
Speech(999, 995, Negative, Not so fun ..., null, 685)
Speech(997, 991, Positive, Nice to meet you!, null, 687)
Speech(997, 991, Positive, This is fun!, null, 687)
Speech(999, 991, Negative, Not so fun ..., null, 707)
Speech(993, 991, Positive, This is fun!, null, 708)
Speech(995, 991, Positive, This is fun!, null, 714)
Speech(999, 997, Positive, Nice to meet you!, null, 723)
Speech(999, 997, Positive, This is fun!, null, 723)
Speech(999, 991, Positive, This is fun!, null, 751)
Speech(995, 991, Negative, Not so fun ..., null, 774)
Speech(995, 997, Positive, This is fun!, null, 776)
Speech(997, 991, Negative, Not so fun ..., null, 782)
Speech(999, 991, Positive, This is fun!, null, 786)
Speech(993, 991, Positive, This is fun!, null, 801)
Speech(995, 991, Positive, This is fun!, null, 917)
