AILI(sub, obj, type, content, context, time)
Thought(987, 991, Positive, I think I like 991, null, 0)
Thought(989, 987, Positive, I think I like 987, null, 0)
Thought(991, 989, Positive, I think I like 989, null, 0)
Thought(993, 989, Positive, I think I like 989, null, 0)
Thought(995, 991, Positive, I think I like 991, null, 0)
Speech(995, 991, Positive, Nice to meet you!, null, 66)
Speech(995, 991, Positive, This is fun!, null, 66)
Speech(987, 989, Positive, Nice to meet you!, null, 73)
Speech(987, 989, Positive, This is fun!, null, 73)
Speech(995, 991, Positive, This is fun!, null, 75)
Speech(993, 989, Positive, Nice to meet you!, null, 93)
Speech(993, 989, Positive, This is fun!, null, 93)
Speech(991, 995, Positive, This is fun!, null, 123)
Speech(987, 989, Negative, Not so fun ..., null, 125)
Speech(995, 991, Positive, This is fun!, null, 135)
Speech(993, 989, Positive, This is fun!, null, 161)
Speech(991, 995, Positive, This is fun!, null, 174)
Speech(989, 993, Positive, This is fun!, null, 187)
Speech(993, 987, Positive, Nice to meet you!, null, 314)
Speech(993, 987, Negative, Not so fun ..., null, 314)
Speech(995, 989, Positive, Nice to meet you!, null, 314)
Speech(995, 989, Positive, This is fun!, null, 314)
Speech(989, 987, Positive, This is fun!, null, 315)
Speech(993, 987, Positive, This is fun!, null, 329)
Speech(989, 993, Negative, Not so fun ..., null, 358)
Speech(993, 989, Positive, This is fun!, null, 360)
Speech(987, 989, Positive, This is fun!, null, 367)
Speech(989, 993, Negative, Not so fun ..., null, 367)
Speech(993, 989, Positive, This is fun!, null, 371)
Speech(993, 987, Positive, This is fun!, null, 383)
Speech(995, 989, Positive, This is fun!, null, 440)
Speech(995, 989, Positive, This is fun!, null, 468)
Speech(993, 989, Positive, This is fun!, null, 474)
Speech(987, 995, Positive, Nice to meet you!, null, 534)
Speech(987, 995, Positive, This is fun!, null, 534)
Speech(993, 995, Positive, Nice to meet you!, null, 576)
Speech(993, 995, Positive, This is fun!, null, 576)
Speech(991, 995, Positive, This is fun!, null, 583)
Speech(991, 995, Proposal, Will you come to the prom with me!, null, 583)
Speech(995, 991, Accept, Yes 991! I'd love to go to the Prom with you!, null, 583)
Speech(987, 995, Positive, This is fun!, null, 599)
Speech(989, 995, Positive, This is fun!, null, 605)
Speech(993, 991, Positive, Nice to meet you!, null, 608)
Speech(993, 991, Positive, This is fun!, null, 608)
Speech(989, 991, Positive, Nice to meet you!, null, 616)
Speech(989, 991, Negative, Not so fun ..., null, 616)
Speech(989, 995, Positive, This is fun!, null, 627)
Speech(991, 993, Positive, This is fun!, null, 644)
Speech(995, 989, Negative, Not so fun ..., null, 648)
Speech(989, 993, Negative, Not so fun ..., null, 651)
Speech(991, 993, Positive, This is fun!, null, 664)
Speech(995, 991, Positive, This is fun!, null, 665)
Speech(995, 989, Negative, Not so fun ..., null, 665)
Speech(993, 989, Positive, This is fun!, null, 700)
Speech(995, 989, Positive, This is fun!, null, 700)
Speech(995, 991, Positive, This is fun!, null, 705)
Speech(989, 993, Negative, Not so fun ..., null, 713)
Speech(995, 991, Positive, This is fun!, null, 713)
Speech(995, 989, Negative, Not so fun ..., null, 746)
Speech(991, 995, Positive, This is fun!, null, 747)
Speech(995, 991, Negative, Not so fun ..., null, 763)
Speech(991, 995, Positive, This is fun!, null, 786)
Speech(993, 995, Positive, This is fun!, null, 789)
Speech(989, 991, Positive, This is fun!, null, 794)
Speech(995, 991, Positive, This is fun!, null, 840)
Speech(995, 993, Negative, Not so fun ..., null, 850)
Speech(995, 991, Positive, This is fun!, null, 872)
Speech(993, 987, Negative, Not so fun ..., null, 890)
Speech(987, 989, Positive, This is fun!, null, 898)
Speech(987, 989, Positive, This is fun!, null, 899)
Speech(989, 991, Positive, This is fun!, null, 904)
Speech(989, 993, Positive, This is fun!, null, 905)
Speech(993, 987, Positive, This is fun!, null, 923)
Speech(995, 993, Positive, This is fun!, null, 940)
Speech(987, 993, Positive, This is fun!, null, 950)
Speech(995, 993, Positive, This is fun!, null, 979)
Speech(989, 991, Positive, This is fun!, null, 999)
Speech(995, 989, Positive, This is fun!, null, 1002)
Speech(989, 993, Positive, This is fun!, null, 1024)
Speech(989, 987, Positive, This is fun!, null, 1041)
Speech(989, 991, Positive, This is fun!, null, 1045)
Speech(989, 993, Positive, This is fun!, null, 1052)
Speech(989, 993, Proposal, Will you come to the prom with me!, null, 1052)
Speech(993, 989, Accept, Yes 989! I'd love to go to the Prom with you!, null, 1052)
Speech(995, 989, Negative, Not so fun ..., null, 1060)
Speech(989, 993, Positive, This is fun!, null, 1072)
Speech(995, 991, Positive, This is fun!, null, 1092)
Speech(991, 995, Positive, This is fun!, null, 1244)
