AILI(sub, obj, type, content, context, time)
Thought(987, 993, Positive, I think I like 993, null, 0)
Thought(989, 991, Positive, I think I like 991, null, 0)
Thought(991, 995, Positive, I think I like 995, null, 0)
Thought(993, 989, Positive, I think I like 989, null, 0)
Thought(995, 991, Positive, I think I like 991, null, 0)
Speech(991, 995, Positive, Nice to meet you!, null, 0)
Speech(991, 995, Positive, This is fun!, null, 0)
Speech(995, 991, Positive, This is fun!, null, 8)
Speech(991, 995, Positive, This is fun!, null, 71)
Speech(989, 993, Positive, Nice to meet you!, null, 91)
Speech(989, 993, Negative, Not so fun ..., null, 91)
Speech(989, 993, Positive, This is fun!, null, 105)
Speech(995, 991, Negative, Not so fun ..., null, 302)
Speech(987, 989, Positive, Nice to meet you!, null, 323)
Speech(987, 989, Positive, This is fun!, null, 323)
Speech(995, 993, Positive, Nice to meet you!, null, 350)
Speech(995, 993, Positive, This is fun!, null, 350)
Speech(995, 991, Positive, This is fun!, null, 416)
Speech(993, 995, Positive, This is fun!, null, 434)
Speech(995, 991, Positive, This is fun!, null, 440)
Speech(987, 989, Positive, This is fun!, null, 470)
Speech(993, 991, Positive, Nice to meet you!, null, 471)
Speech(993, 991, Positive, This is fun!, null, 471)
Speech(991, 995, Positive, This is fun!, null, 476)
Speech(993, 995, Positive, This is fun!, null, 499)
Speech(987, 993, Positive, Nice to meet you!, null, 541)
Speech(987, 993, Negative, Not so fun ..., null, 541)
Speech(987, 991, Positive, Nice to meet you!, null, 542)
Speech(987, 991, Positive, This is fun!, null, 542)
Speech(991, 993, Positive, This is fun!, null, 558)
Speech(995, 989, Positive, Nice to meet you!, null, 601)
Speech(995, 989, Positive, This is fun!, null, 601)
Speech(987, 991, Positive, This is fun!, null, 651)
Speech(987, 993, Positive, This is fun!, null, 731)
Speech(991, 993, Positive, This is fun!, null, 747)
Speech(987, 993, Positive, This is fun!, null, 766)
Speech(993, 991, Negative, Not so fun ..., null, 770)
Speech(987, 993, Positive, This is fun!, null, 772)
Speech(987, 993, Negative, Not so fun ..., null, 798)
Speech(991, 987, Negative, Not so fun ..., null, 829)
Speech(993, 995, Negative, Not so fun ..., null, 858)
Speech(995, 989, Positive, This is fun!, null, 864)
Speech(991, 993, Positive, This is fun!, null, 872)
Speech(987, 989, Positive, This is fun!, null, 883)
Speech(989, 993, Positive, This is fun!, null, 883)
Speech(995, 993, Negative, Not so fun ..., null, 890)
Speech(989, 995, Positive, This is fun!, null, 895)
Speech(995, 991, Positive, This is fun!, null, 897)
Speech(995, 991, Proposal, Will you come to the prom with me!, null, 897)
Speech(991, 995, Accept, Yes 995! I'd love to go to the Prom with you!, null, 897)
Speech(993, 995, Positive, This is fun!, null, 913)
Speech(989, 987, Positive, This is fun!, null, 926)
Speech(995, 991, Positive, This is fun!, null, 928)
Speech(993, 995, Positive, This is fun!, null, 935)
Speech(991, 989, Positive, Nice to meet you!, null, 940)
Speech(991, 989, Negative, Not so fun ..., null, 940)
Speech(991, 989, Positive, This is fun!, null, 947)
Speech(995, 987, Positive, Nice to meet you!, null, 963)
Speech(995, 987, Positive, This is fun!, null, 963)
Speech(989, 991, Positive, This is fun!, null, 966)
Speech(995, 993, Positive, This is fun!, null, 988)
Speech(995, 991, Positive, This is fun!, null, 1007)
Speech(995, 991, Positive, This is fun!, null, 1026)
Speech(991, 995, Positive, This is fun!, null, 1040)
Speech(987, 991, Positive, This is fun!, null, 1043)
Speech(993, 991, Positive, This is fun!, null, 1044)
Speech(987, 993, Positive, This is fun!, null, 1051)
Speech(993, 991, Positive, This is fun!, null, 1054)
Speech(987, 995, Positive, This is fun!, null, 1063)
Speech(993, 989, Positive, This is fun!, null, 1094)
Speech(989, 987, Positive, This is fun!, null, 1099)
Speech(993, 989, Positive, This is fun!, null, 1187)
Speech(995, 991, Positive, This is fun!, null, 1200)
Speech(993, 989, Negative, Not so fun ..., null, 1225)
Speech(995, 991, Positive, This is fun!, null, 1334)
Speech(993, 989, Positive, This is fun!, null, 1502)
Speech(987, 989, Positive, This is fun!, null, 1602)
Speech(987, 989, Proposal, Will you come to the prom with me!, null, 1602)
Thought(989, 987, Conflict, Should I go to the Prom with 987? I really want to go with 991, null, 1602)
Speech(989, 987, Accept, Yes 987! I'd love to go to the Prom with you!, null, 1602)
Speech(995, 993, Positive, This is fun!, null, 1613)
Speech(993, 991, Positive, This is fun!, null, 1614)
Speech(987, 989, Positive, This is fun!, null, 1691)
