AILI(sub, obj, type, content, context, time)
Thought(987, 991, Positive, I think I like 991, null, 0)
Thought(989, 991, Positive, I think I like 991, null, 0)
Thought(991, 989, Positive, I think I like 989, null, 0)
Thought(993, 991, Positive, I think I like 991, null, 0)
Thought(995, 993, Positive, I think I like 993, null, 0)
Speech(989, 991, Positive, Nice to meet you!, null, 53)
Speech(989, 991, Negative, Not so fun ..., null, 53)
Speech(993, 995, Positive, Nice to meet you!, null, 53)
Speech(993, 995, Positive, This is fun!, null, 53)
Speech(993, 995, Negative, Not so fun ..., null, 60)
Speech(995, 993, Negative, Not so fun ..., null, 85)
Speech(995, 993, Positive, This is fun!, null, 133)
Speech(995, 993, Positive, This is fun!, null, 138)
Speech(993, 995, Positive, This is fun!, null, 139)
Speech(989, 991, Positive, This is fun!, null, 176)
Speech(989, 991, Negative, Not so fun ..., null, 309)
Speech(991, 995, Positive, Nice to meet you!, null, 335)
Speech(991, 995, Positive, This is fun!, null, 335)
Speech(987, 989, Positive, Nice to meet you!, null, 348)
Speech(987, 989, Negative, Not so fun ..., null, 348)
Speech(995, 989, Positive, Nice to meet you!, null, 355)
Speech(995, 989, Positive, This is fun!, null, 355)
Speech(991, 987, Positive, Nice to meet you!, null, 375)
Speech(991, 987, Negative, Not so fun ..., null, 375)
Speech(987, 995, Positive, Nice to meet you!, null, 391)
Speech(987, 995, Positive, This is fun!, null, 391)
Speech(991, 987, Negative, Not so fun ..., null, 394)
Speech(989, 991, Positive, This is fun!, null, 420)
Speech(987, 991, Positive, This is fun!, null, 421)
Speech(995, 989, Negative, Not so fun ..., null, 428)
Speech(989, 987, Positive, This is fun!, null, 454)
Speech(989, 995, Positive, This is fun!, null, 468)
Speech(991, 995, Positive, This is fun!, null, 481)
Speech(995, 991, Positive, This is fun!, null, 500)
Speech(993, 987, Positive, Nice to meet you!, null, 534)
Speech(993, 987, Negative, Not so fun ..., null, 534)
Speech(991, 987, Positive, This is fun!, null, 541)
Speech(993, 987, Positive, This is fun!, null, 546)
Speech(995, 987, Positive, This is fun!, null, 553)
Speech(991, 987, Positive, This is fun!, null, 567)
Speech(989, 993, Positive, Nice to meet you!, null, 595)
Speech(989, 993, Positive, This is fun!, null, 595)
Speech(995, 989, Positive, This is fun!, null, 608)
Speech(993, 989, Negative, Not so fun ..., null, 615)
Speech(991, 989, Negative, Not so fun ..., null, 617)
Speech(993, 987, Positive, This is fun!, null, 617)
Speech(995, 991, Negative, Not so fun ..., null, 625)
Speech(993, 987, Negative, Not so fun ..., null, 632)
Speech(991, 987, Negative, Not so fun ..., null, 637)
Speech(993, 991, Positive, Nice to meet you!, null, 644)
Speech(993, 991, Positive, This is fun!, null, 644)
Speech(995, 989, Positive, This is fun!, null, 669)
