AILI(sub, obj, type, content, context, time)
Thought(987, 991, Positive, I think I like 991, null, 0)
Thought(989, 993, Positive, I think I like 993, null, 0)
Thought(991, 993, Positive, I think I like 993, null, 0)
Thought(993, 995, Positive, I think I like 995, null, 0)
Thought(995, 993, Positive, I think I like 993, null, 0)
Speech(991, 987, Positive, Nice to meet you!, null, 20)
Speech(991, 987, Positive, This is fun!, null, 20)
Speech(989, 995, Positive, Nice to meet you!, null, 86)
Speech(989, 995, Negative, Not so fun ..., null, 86)
Speech(995, 989, Positive, This is fun!, null, 105)
Speech(989, 995, Negative, Not so fun ..., null, 165)
Speech(993, 989, Positive, Nice to meet you!, null, 172)
Speech(993, 989, Negative, Not so fun ..., null, 172)
Speech(987, 991, Positive, This is fun!, null, 296)
Speech(995, 993, Positive, Nice to meet you!, null, 322)
Speech(995, 993, Negative, Not so fun ..., null, 322)
Speech(987, 991, Positive, This is fun!, null, 360)
Speech(993, 995, Positive, This is fun!, null, 414)
Speech(991, 987, Positive, This is fun!, null, 419)
Speech(991, 989, Positive, Nice to meet you!, null, 438)
Speech(991, 989, Positive, This is fun!, null, 438)
Speech(991, 987, Positive, This is fun!, null, 458)
Speech(993, 995, Negative, Not so fun ..., null, 463)
Speech(991, 989, Negative, Not so fun ..., null, 487)
Speech(991, 989, Positive, This is fun!, null, 489)
Speech(989, 987, Positive, Nice to meet you!, null, 493)
Speech(989, 987, Negative, Not so fun ..., null, 493)
Speech(989, 995, Positive, This is fun!, null, 577)
Speech(991, 989, Negative, Not so fun ..., null, 579)
Speech(995, 991, Positive, Nice to meet you!, null, 587)
Speech(995, 991, Positive, This is fun!, null, 587)
Speech(993, 991, Positive, Nice to meet you!, null, 593)
Speech(993, 991, Positive, This is fun!, null, 593)
Speech(991, 993, Positive, This is fun!, null, 614)
Speech(995, 991, Positive, This is fun!, null, 628)
Speech(993, 995, Positive, This is fun!, null, 629)
Speech(995, 989, Positive, This is fun!, null, 647)
Speech(991, 995, Positive, This is fun!, null, 659)
Speech(989, 991, Positive, This is fun!, null, 671)
Speech(989, 995, Positive, This is fun!, null, 672)
Speech(991, 995, Positive, This is fun!, null, 684)
Speech(989, 995, Positive, This is fun!, null, 689)
Speech(991, 989, Negative, Not so fun ..., null, 697)
Speech(993, 989, Negative, Not so fun ..., null, 700)
Speech(993, 995, Positive, This is fun!, null, 704)
Speech(991, 989, Positive, This is fun!, null, 726)
Speech(989, 995, Positive, This is fun!, null, 730)
Speech(995, 989, Positive, This is fun!, null, 731)
Speech(989, 991, Positive, This is fun!, null, 738)
Speech(993, 989, Positive, This is fun!, null, 755)
Speech(995, 989, Negative, Not so fun ..., null, 765)
Speech(993, 995, Positive, This is fun!, null, 816)
Speech(991, 995, Positive, This is fun!, null, 832)
Speech(987, 995, Positive, Nice to meet you!, null, 877)
Speech(987, 995, Negative, Not so fun ..., null, 877)
Speech(991, 989, Negative, Not so fun ..., null, 884)
Speech(991, 993, Positive, This is fun!, null, 886)
Speech(989, 993, Positive, This is fun!, null, 887)
Speech(987, 995, Positive, This is fun!, null, 900)
Speech(989, 995, Positive, This is fun!, null, 911)
Speech(993, 995, Positive, This is fun!, null, 912)
Speech(991, 989, Positive, This is fun!, null, 917)
Speech(991, 993, Positive, This is fun!, null, 945)
Speech(991, 993, Positive, This is fun!, null, 949)
Speech(987, 993, Positive, Nice to meet you!, null, 950)
Speech(987, 993, Negative, Not so fun ..., null, 950)
Speech(993, 995, Positive, This is fun!, null, 985)
Speech(987, 993, Positive, This is fun!, null, 999)
Speech(987, 989, Positive, This is fun!, null, 1006)
Speech(987, 993, Negative, Not so fun ..., null, 1009)
Speech(991, 987, Positive, This is fun!, null, 1011)
Speech(991, 987, Proposal, Will you come to the prom with me!, null, 1011)
Speech(987, 991, Accept, Yes 991! I'd love to go to the Prom with you!, null, 1011)
Speech(987, 989, Positive, This is fun!, null, 1012)
Speech(987, 993, Positive, This is fun!, null, 1026)
Speech(989, 987, Positive, This is fun!, null, 1038)
Speech(987, 989, Positive, This is fun!, null, 1044)
Speech(993, 995, Positive, This is fun!, null, 1060)
Speech(993, 987, Negative, Not so fun ..., null, 1062)
Speech(991, 989, Negative, Not so fun ..., null, 1081)
Speech(991, 987, Positive, This is fun!, null, 1088)
Speech(991, 987, Positive, This is fun!, null, 1093)
Speech(993, 989, Negative, Not so fun ..., null, 1225)
Speech(993, 989, Positive, This is fun!, null, 1234)
Speech(987, 991, Positive, This is fun!, null, 1237)
Speech(987, 991, Negative, Not so fun ..., null, 1243)
Speech(995, 989, Positive, This is fun!, null, 1260)
Speech(995, 989, Proposal, Will you come to the prom with me!, null, 1260)
